날짜,스트레스,날짜,코로나,날짜,수능,날짜,학업
2020-04-30,0.01952,2020-04-30,7.86797,2020-04-30,0.04852,2020-04-30,0.00254
2020-05-01,0.0205,2020-05-01,8.50132,2020-05-01,0.0481,2020-05-01,0.00305
2020-05-02,0.01602,2020-05-02,7.96921,2020-05-02,0.04227,2020-05-02,0.00154
2020-05-03,0.03032,2020-05-03,8.19475,2020-05-03,0.04965,2020-05-03,0.0022
2020-05-04,0.0235,2020-05-04,8.8566,2020-05-04,0.06171,2020-05-04,0.00344
2020-05-05,0.01905,2020-05-05,6.95999,2020-05-05,0.04769,2020-05-05,0.00287
2020-05-06,0.02757,2020-05-06,8.79588,2020-05-06,0.0528,2020-05-06,0.00313
2020-05-07,0.02488,2020-05-07,9.54771,2020-05-07,0.04429,2020-05-07,0.00389
2020-05-08,0.02307,2020-05-08,17.29333,2020-05-08,0.04045,2020-05-08,0.0037
2020-05-09,0.02009,2020-05-09,19.48613,2020-05-09,0.03903,2020-05-09,0.00236
2020-05-10,0.02506,2020-05-10,19.83103,2020-05-10,0.0449,2020-05-10,0.00283
2020-05-11,0.02335,2020-05-11,23.21304,2020-05-11,0.07469,2020-05-11,0.00356
2020-05-12,0.02498,2020-05-12,18.01789,2020-05-12,0.06448,2020-05-12,0.00381
2020-05-13,0.02871,2020-05-13,17.49295,2020-05-13,0.06475,2020-05-13,0.00395
2020-05-14,0.02358,2020-05-14,15.02557,2020-05-14,0.0706,2020-05-14,0.00317
2020-05-15,0.02339,2020-05-15,11.52668,2020-05-15,0.06948,2020-05-15,0.00472
2020-05-16,0.01761,2020-05-16,8.25555,2020-05-16,0.05672,2020-05-16,0.0023
2020-05-17,0.02307,2020-05-17,7.3702,2020-05-17,0.08044,2020-05-17,0.00234
2020-05-18,0.02749,2020-05-18,9.07283,2020-05-18,0.10625,2020-05-18,0.00391
2020-05-19,0.03004,2020-05-19,8.56261,2020-05-19,0.08847,2020-05-19,0.00346
2020-05-20,0.02621,2020-05-20,10.67422,2020-05-20,0.0805,2020-05-20,0.00395
2020-05-21,0.02551,2020-05-21,9.64842,2020-05-21,0.07802,2020-05-21,0.00338
2020-05-22,0.02535,2020-05-22,8.76113,2020-05-22,0.06081,2020-05-22,0.00313
2020-05-23,0.01919,2020-05-23,6.9601,2020-05-23,0.05022,2020-05-23,0.00209
2020-05-24,0.02172,2020-05-24,6.50091,2020-05-24,0.0557,2020-05-24,0.00264
2020-05-25,0.02771,2020-05-25,8.10028,2020-05-25,0.05458,2020-05-25,0.0037
2020-05-26,0.026,2020-05-26,7.86186,2020-05-26,0.05164,2020-05-26,0.00389
2020-05-27,0.02525,2020-05-27,11.37675,2020-05-27,0.05696,2020-05-27,0.00411
2020-05-28,0.02788,2020-05-28,17.47161,2020-05-28,0.06668,2020-05-28,0.00409
2020-05-29,0.0239,2020-05-29,13.77112,2020-05-29,0.05704,2020-05-29,0.00352
2020-05-30,0.01885,2020-05-30,8.76378,2020-05-30,0.05466,2020-05-30,0.0022
2020-05-31,0.02066,2020-05-31,8.14468,2020-05-31,0.05596,2020-05-31,0.0033
2020-06-01,0.0249,2020-06-01,9.33992,2020-06-01,0.05878,2020-06-01,0.00481
2020-06-02,0.02566,2020-06-02,8.3146,2020-06-02,0.05219,2020-06-02,0.00397
2020-06-03,0.02484,2020-06-03,8.39629,2020-06-03,0.0526,2020-06-03,0.00377
2020-06-04,0.02617,2020-06-04,7.68979,2020-06-04,0.04808,2020-06-04,0.00354
2020-06-05,0.02443,2020-06-05,7.31411,2020-06-05,0.04681,2020-06-05,0.00262
2020-06-06,0.01958,2020-06-06,6.76767,2020-06-06,0.04883,2020-06-06,0.00189
2020-06-07,0.02174,2020-06-07,7.19161,2020-06-07,0.05309,2020-06-07,0.00297
2020-06-08,0.0258,2020-06-08,8.82113,2020-06-08,0.05517,2020-06-08,0.00399
2020-06-09,0.02612,2020-06-09,8.56045,2020-06-09,0.06721,2020-06-09,0.00352
2020-06-10,0.02712,2020-06-10,7.48552,2020-06-10,0.0599,2020-06-10,0.00346
2020-06-11,0.02364,2020-06-11,7.4213,2020-06-11,0.05411,2020-06-11,0.00354
2020-06-12,0.02311,2020-06-12,8.22537,2020-06-12,0.05419,2020-06-12,0.00254
2020-06-13,0.01852,2020-06-13,5.86766,2020-06-13,0.05541,2020-06-13,0.00209
2020-06-14,0.025,2020-06-14,5.63604,2020-06-14,0.05647,2020-06-14,0.00273
2020-06-15,0.02515,2020-06-15,7.65806,2020-06-15,0.05759,2020-06-15,0.00322
2020-06-16,0.02816,2020-06-16,6.82953,2020-06-16,0.05397,2020-06-16,0.0035
2020-06-17,0.02674,2020-06-17,6.87578,2020-06-17,0.05708,2020-06-17,0.00356
2020-06-18,0.02541,2020-06-18,6.60712,2020-06-18,0.07851,2020-06-18,0.0034
2020-06-19,0.02474,2020-06-19,6.33553,2020-06-19,0.05358,2020-06-19,0.0034
2020-06-20,0.01954,2020-06-20,6.1597,2020-06-20,0.04842,2020-06-20,0.00209
2020-06-21,0.02215,2020-06-21,6.05281,2020-06-21,0.05248,2020-06-21,0.00311
2020-06-22,0.02826,2020-06-22,7.5998,2020-06-22,0.05486,2020-06-22,0.00332
2020-06-23,0.02633,2020-06-23,7.43522,2020-06-23,0.04905,2020-06-23,0.0033
2020-06-24,0.02706,2020-06-24,6.23368,2020-06-24,0.04675,2020-06-24,0.00344
2020-06-25,0.02871,2020-06-25,6.01975,2020-06-25,0.04669,2020-06-25,0.00372
2020-06-26,0.02449,2020-06-26,5.89177,2020-06-26,0.04341,2020-06-26,0.00322
2020-06-27,0.01681,2020-06-27,5.40175,2020-06-27,0.04445,2020-06-27,0.00205
2020-06-28,0.0203,2020-06-28,5.97626,2020-06-28,0.05048,2020-06-28,0.00332
2020-06-29,0.02419,2020-06-29,7.13061,2020-06-29,0.05187,2020-06-29,0.00328
2020-06-30,0.02547,2020-06-30,5.73981,2020-06-30,0.05676,2020-06-30,0.00377
2020-07-01,0.02288,2020-07-01,6.36533,2020-07-01,0.05562,2020-07-01,0.00307
2020-07-02,0.02138,2020-07-02,6.80996,2020-07-02,0.04991,2020-07-02,0.00287
2020-07-03,0.02066,2020-07-03,7.02,2020-07-03,0.04916,2020-07-03,0.00262
2020-07-04,0.01614,2020-07-04,6.06635,2020-07-04,0.04451,2020-07-04,0.00195
2020-07-05,0.01919,2020-07-05,6.11406,2020-07-05,0.05242,2020-07-05,0.0023
2020-07-06,0.02258,2020-07-06,7.01142,2020-07-06,0.05562,2020-07-06,0.00338
2020-07-07,0.02225,2020-07-07,5.99953,2020-07-07,0.05472,2020-07-07,0.0035
2020-07-08,0.02311,2020-07-08,6.03942,2020-07-08,0.05814,2020-07-08,0.00356
2020-07-09,0.02201,2020-07-09,5.6326,2020-07-09,0.05494,2020-07-09,0.00285
2020-07-10,0.02076,2020-07-10,4.50321,2020-07-10,0.04514,2020-07-10,0.00269
2020-07-11,0.01363,2020-07-11,3.9061,2020-07-11,0.045,2020-07-11,0.00185
2020-07-12,0.01852,2020-07-12,4.14553,2020-07-12,0.05376,2020-07-12,0.00309
2020-07-13,0.02074,2020-07-13,4.82457,2020-07-13,0.05696,2020-07-13,0.00315
2020-07-14,0.02295,2020-07-14,4.73687,2020-07-14,0.05545,2020-07-14,0.00269
2020-07-15,0.0216,2020-07-15,4.30253,2020-07-15,0.05725,2020-07-15,0.00254
2020-07-16,0.02231,2020-07-16,4.43772,2020-07-16,0.05136,2020-07-16,0.00303
2020-07-17,0.01924,2020-07-17,4.51057,2020-07-17,0.04685,2020-07-17,0.00236
2020-07-18,0.01345,2020-07-18,3.63918,2020-07-18,0.04689,2020-07-18,0.00161
2020-07-19,0.01591,2020-07-19,3.48112,2020-07-19,0.05256,2020-07-19,0.0023
2020-07-20,0.01966,2020-07-20,4.72203,2020-07-20,0.06744,2020-07-20,0.00279
2020-07-21,0.01964,2020-07-21,4.46106,2020-07-21,0.06104,2020-07-21,0.00287
2020-07-22,0.02087,2020-07-22,4.60161,2020-07-22,0.0632,2020-07-22,0.00285
2020-07-23,0.02019,2020-07-23,4.35636,2020-07-23,0.05064,2020-07-23,0.00199
2020-07-24,0.01767,2020-07-24,4.37743,2020-07-24,0.05077,2020-07-24,0.00226
2020-07-25,0.01383,2020-07-25,4.95471,2020-07-25,0.05005,2020-07-25,0.00132
2020-07-26,0.01599,2020-07-26,4.02167,2020-07-26,0.05843,2020-07-26,0.00191
2020-07-27,0.02023,2020-07-27,3.86976,2020-07-27,0.0568,2020-07-27,0.00267
2020-07-28,0.02107,2020-07-28,3.67099,2020-07-28,0.05439,2020-07-28,0.00228
2020-07-29,0.0206,2020-07-29,3.59036,2020-07-29,0.05427,2020-07-29,0.00285
2020-07-30,0.0185,2020-07-30,3.79068,2020-07-30,0.05368,2020-07-30,0.00244
2020-07-31,0.01677,2020-07-31,3.49985,2020-07-31,0.0524,2020-07-31,0.00199
2020-08-01,0.01271,2020-08-01,2.92463,2020-08-01,0.05594,2020-08-01,0.00148
2020-08-02,0.01204,2020-08-02,3.15429,2020-08-02,0.05904,2020-08-02,0.00183
2020-08-03,0.01616,2020-08-03,3.7214,2020-08-03,0.06544,2020-08-03,0.0024
2020-08-04,0.01838,2020-08-04,3.83515,2020-08-04,0.43244,2020-08-04,0.00207
2020-08-05,0.01714,2020-08-05,3.74268,2020-08-05,0.124,2020-08-05,0.00275
2020-08-06,0.01761,2020-08-06,3.39871,2020-08-06,0.06251,2020-08-06,0.00273
2020-08-07,0.01756,2020-08-07,3.0578,2020-08-07,0.06273,2020-08-07,0.00242
2020-08-08,0.01127,2020-08-08,2.74702,2020-08-08,0.05682,2020-08-08,0.00171
2020-08-09,0.01612,2020-08-09,3.04763,2020-08-09,0.06267,2020-08-09,0.00214
2020-08-10,0.02042,2020-08-10,3.52037,2020-08-10,0.07262,2020-08-10,0.00348
2020-08-11,0.01934,2020-08-11,3.56878,2020-08-11,0.06935,2020-08-11,0.00338
2020-08-12,0.01901,2020-08-12,3.82908,2020-08-12,0.0663,2020-08-12,0.00317
2020-08-13,0.01844,2020-08-13,4.33991,2020-08-13,0.06528,2020-08-13,0.00269
2020-08-14,0.01575,2020-08-14,12.78894,2020-08-14,0.06159,2020-08-14,0.00275
2020-08-15,0.01153,2020-08-15,15.51462,2020-08-15,0.06497,2020-08-15,0.00214
2020-08-16,0.01375,2020-08-16,24.62812,2020-08-16,0.10148,2020-08-16,0.00226
2020-08-17,0.01477,2020-08-17,25.7265,2020-08-17,0.13429,2020-08-17,0.00256
2020-08-18,0.01842,2020-08-18,33.344,2020-08-18,0.19831,2020-08-18,0.00364
2020-08-19,0.01528,2020-08-19,33.21282,2020-08-19,0.13346,2020-08-19,0.00403
2020-08-20,0.01832,2020-08-20,31.55145,2020-08-20,0.16075,2020-08-20,0.00393
2020-08-21,0.01614,2020-08-21,29.67569,2020-08-21,0.11782,2020-08-21,0.00303
2020-08-22,0.01277,2020-08-22,23.10676,2020-08-22,0.11662,2020-08-22,0.00258
2020-08-23,0.01339,2020-08-23,25.13149,2020-08-23,0.14984,2020-08-23,0.00277
2020-08-24,0.01862,2020-08-24,34.18865,2020-08-24,0.74722,2020-08-24,0.00415
2020-08-25,0.01677,2020-08-25,29.706,2020-08-25,1.42553,2020-08-25,0.00377
2020-08-26,0.01738,2020-08-26,29.23206,2020-08-26,0.28294,2020-08-26,0.00417
2020-08-27,0.01909,2020-08-27,35.01023,2020-08-27,0.20031,2020-08-27,0.00462
2020-08-28,0.0173,2020-08-28,31.58055,2020-08-28,0.17084,2020-08-28,0.00393
2020-08-29,0.01369,2020-08-29,19.67705,2020-08-29,0.12441,2020-08-29,0.00352
2020-08-30,0.01459,2020-08-30,17.83653,2020-08-30,0.13592,2020-08-30,0.00385
2020-08-31,0.01811,2020-08-31,23.56984,2020-08-31,0.15243,2020-08-31,0.00562
2020-09-01,0.01903,2020-09-01,20.56409,2020-09-01,0.16067,2020-09-01,0.00529
2020-09-02,0.02058,2020-09-02,19.40273,2020-09-02,0.13295,2020-09-02,0.00529
2020-09-03,0.01838,2020-09-03,18.15997,2020-09-03,0.13808,2020-09-03,0.00503
2020-09-04,0.01483,2020-09-04,20.85131,2020-09-04,0.13916,2020-09-04,0.00531
2020-09-05,0.00831,2020-09-05,11.06081,2020-09-05,0.10262,2020-09-05,0.00319
2020-09-06,0.01555,2020-09-06,10.559,2020-09-06,0.10152,2020-09-06,0.00521
2020-09-07,0.0196,2020-09-07,14.24101,2020-09-07,0.1238,2020-09-07,0.00697
2020-09-08,0.01968,2020-09-08,14.11007,2020-09-08,0.11939,2020-09-08,0.00595
2020-09-09,0.02115,2020-09-09,13.85251,2020-09-09,0.11986,2020-09-09,0.00668
2020-09-10,0.02276,2020-09-10,13.20558,2020-09-10,0.11189,2020-09-10,0.00646
2020-09-11,0.01948,2020-09-11,12.91384,2020-09-11,0.11295,2020-09-11,0.00568
2020-09-12,0.01441,2020-09-12,11.23112,2020-09-12,0.08831,2020-09-12,0.00523
2020-09-13,0.01591,2020-09-13,15.74903,2020-09-13,0.10078,2020-09-13,0.00474
2020-09-14,0.02258,2020-09-14,11.91549,2020-09-14,0.15327,2020-09-14,0.00699
2020-09-15,0.02115,2020-09-15,10.59455,2020-09-15,0.13898,2020-09-15,0.00617
2020-09-16,0.02415,2020-09-16,10.3442,2020-09-16,0.16876,2020-09-16,0.00538
2020-09-17,0.02205,2020-09-17,11.11366,2020-09-17,0.13056,2020-09-17,0.00613
2020-09-18,0.01842,2020-09-18,9.52865,2020-09-18,0.10816,2020-09-18,0.00523
2020-09-19,0.01453,2020-09-19,7.71427,2020-09-19,0.08831,2020-09-19,0.00491
2020-09-20,0.01889,2020-09-20,8.05224,2020-09-20,0.09705,2020-09-20,0.00721
2020-09-21,0.0218,2020-09-21,10.37347,2020-09-21,0.16166,2020-09-21,0.00953
2020-09-22,0.01962,2020-09-22,10.67669,2020-09-22,0.12718,2020-09-22,0.00892
2020-09-23,0.02295,2020-09-23,9.94881,2020-09-23,0.11242,2020-09-23,0.00906
2020-09-24,0.02021,2020-09-24,9.19194,2020-09-24,0.09546,2020-09-24,0.01
2020-09-25,0.01793,2020-09-25,7.99829,2020-09-25,0.09072,2020-09-25,0.00829
2020-09-26,0.01388,2020-09-26,6.74215,2020-09-26,0.08022,2020-09-26,0.00646
2020-09-27,0.01381,2020-09-27,6.51277,2020-09-27,0.09275,2020-09-27,0.00801
2020-09-28,0.02052,2020-09-28,8.06144,2020-09-28,0.17463,2020-09-28,0.00915
2020-09-29,0.01581,2020-09-29,8.08386,2020-09-29,0.14911,2020-09-29,0.00658
2020-09-30,0.01284,2020-09-30,8.24367,2020-09-30,0.0783,2020-09-30,0.00203
2020-10-01,0.01059,2020-10-01,8.13809,2020-10-01,0.08042,2020-10-01,0.00207
2020-10-02,0.01065,2020-10-02,8.34265,2020-10-02,0.07698,2020-10-02,0.00236
2020-10-03,0.01233,2020-10-03,7.25812,2020-10-03,0.08527,2020-10-03,0.00289
2020-10-04,0.0152,2020-10-04,7.36026,2020-10-04,0.10156,2020-10-04,0.00438
2020-10-05,0.01811,2020-10-05,9.94188,2020-10-05,0.12818,2020-10-05,0.00552
2020-10-06,0.02091,2020-10-06,8.48925,2020-10-06,0.12276,2020-10-06,0.00444
2020-10-07,0.01944,2020-10-07,8.8333,2020-10-07,0.15025,2020-10-07,0.00383
2020-10-08,0.01763,2020-10-08,8.14877,2020-10-08,0.1211,2020-10-08,0.00358
2020-10-09,0.01622,2020-10-09,6.13383,2020-10-09,0.10176,2020-10-09,0.00252
2020-10-10,0.01392,2020-10-10,5.93547,2020-10-10,0.10278,2020-10-10,0.00269
2020-10-11,0.0171,2020-10-11,10.67241,2020-10-11,0.13588,2020-10-11,0.00403
2020-10-12,0.01944,2020-10-12,10.43516,2020-10-12,0.17546,2020-10-12,0.00527
2020-10-13,0.02195,2020-10-13,8.77326,2020-10-13,0.15151,2020-10-13,0.00364
2020-10-14,0.02123,2020-10-14,9.95134,2020-10-14,0.17263,2020-10-14,0.00409
2020-10-15,0.02036,2020-10-15,8.87627,2020-10-15,0.14882,2020-10-15,0.00358
2020-10-16,0.02131,2020-10-16,8.46211,2020-10-16,0.27739,2020-10-16,0.00305
2020-10-17,0.01665,2020-10-17,5.49123,2020-10-17,0.15675,2020-10-17,0.0024
2020-10-18,0.01995,2020-10-18,5.40719,2020-10-18,0.15101,2020-10-18,0.00305
2020-10-19,0.02156,2020-10-19,6.52836,2020-10-19,0.22986,2020-10-19,0.00425
2020-10-20,0.02191,2020-10-20,5.84255,2020-10-20,0.17695,2020-10-20,0.00303
2020-10-21,0.02081,2020-10-21,6.34515,2020-10-21,0.18292,2020-10-21,0.00324
2020-10-22,0.02366,2020-10-22,7.41251,2020-10-22,0.18217,2020-10-22,0.00413
2020-10-23,0.01834,2020-10-23,8.97041,2020-10-23,0.18761,2020-10-23,0.0036
2020-10-24,0.01528,2020-10-24,6.06029,2020-10-24,0.16919,2020-10-24,0.00258
2020-10-25,0.01824,2020-10-25,4.92212,2020-10-25,0.19951,2020-10-25,0.00322
2020-10-26,0.02366,2020-10-26,7.00023,2020-10-26,0.36775,2020-10-26,0.00372
2020-10-27,0.02219,2020-10-27,6.49592,2020-10-27,0.31679,2020-10-27,0.00393
2020-10-28,0.02191,2020-10-28,6.43143,2020-10-28,0.2512,2020-10-28,0.00468
2020-10-29,0.02091,2020-10-29,6.99847,2020-10-29,0.25667,2020-10-29,0.00434
2020-10-30,0.01928,2020-10-30,5.94742,2020-10-30,0.24113,2020-10-30,0.00354
2020-10-31,0.01581,2020-10-31,5.50729,2020-10-31,0.22831,2020-10-31,0.00224
2020-11-01,0.01962,2020-11-01,10.07112,2020-11-01,0.34304,2020-11-01,0.0033
2020-11-02,0.0205,2020-11-02,7.86718,2020-11-02,0.55936,2020-11-02,0.00419
2020-11-03,0.02083,2020-11-03,5.41746,2020-11-03,0.83246,2020-11-03,0.00366
2020-11-04,0.02032,2020-11-04,5.61965,2020-11-04,0.46664,2020-11-04,0.00391
2020-11-05,0.01977,2020-11-05,6.05917,2020-11-05,0.42213,2020-11-05,0.00458
2020-11-06,0.01869,2020-11-06,5.85439,2020-11-06,0.37325,2020-11-06,0.00348
2020-11-07,0.01567,2020-11-07,4.38538,2020-11-07,0.30962,2020-11-07,0.00232
2020-11-08,0.02011,2020-11-08,4.56042,2020-11-08,0.36357,2020-11-08,0.00362
2020-11-09,0.02121,2020-11-09,6.26972,2020-11-09,0.53582,2020-11-09,0.00313
2020-11-10,0.02207,2020-11-10,5.58445,2020-11-10,0.51676,2020-11-10,0.00313
2020-11-11,0.02123,2020-11-11,5.40734,2020-11-11,0.58932,2020-11-11,0.00254
2020-11-12,0.02215,2020-11-12,5.84194,2020-11-12,0.60538,2020-11-12,0.00346
2020-11-13,0.01746,2020-11-13,9.65288,2020-11-13,0.6151,2020-11-13,0.00309
2020-11-14,0.01451,2020-11-14,9.52395,2020-11-14,0.54593,2020-11-14,0.00283
2020-11-15,0.01687,2020-11-15,9.63113,2020-11-15,0.86621,2020-11-15,0.0033
2020-11-16,0.02339,2020-11-16,14.09701,2020-11-16,1.42514,2020-11-16,0.00423
2020-11-17,0.02394,2020-11-17,12.89994,2020-11-17,0.87108,2020-11-17,0.00356
2020-11-18,0.02264,2020-11-18,21.73455,2020-11-18,1.11087,2020-11-18,0.00354
2020-11-19,0.02242,2020-11-19,23.06987,2020-11-19,1.24593,2020-11-19,0.00364
2020-11-20,0.01793,2020-11-20,22.42497,2020-11-20,0.92982,2020-11-20,0.00293
2020-11-21,0.01481,2020-11-21,19.28253,2020-11-21,0.74683,2020-11-21,0.00209
2020-11-22,0.01948,2020-11-22,20.83574,2020-11-22,0.89668,2020-11-22,0.00269
2020-11-23,0.02028,2020-11-23,21.3509,2020-11-23,1.2552,2020-11-23,0.00346
2020-11-24,0.02109,2020-11-24,18.10054,2020-11-24,1.02617,2020-11-24,0.0035
2020-11-25,0.02068,2020-11-25,22.24255,2020-11-25,1.37337,2020-11-25,0.0035
2020-11-26,0.02103,2020-11-26,48.40056,2020-11-26,1.8424,2020-11-26,0.00311
2020-11-27,0.0195,2020-11-27,35.52447,2020-11-27,1.59446,2020-11-27,0.00305
2020-11-28,0.01626,2020-11-28,25.24133,2020-11-28,1.79883,2020-11-28,0.00209
2020-11-29,0.01726,2020-11-29,31.3923,2020-11-29,2.00085,2020-11-29,0.00264
2020-11-30,0.02054,2020-11-30,31.54617,2020-11-30,4.47221,2020-11-30,0.00389
2020-12-01,0.02087,2020-12-01,21.14642,2020-12-01,4.74046,2020-12-01,0.00315
2020-12-02,0.01938,2020-12-02,20.46287,2020-12-02,8.40974,2020-12-02,0.00305
2020-12-03,0.01891,2020-12-03,20.65972,2020-12-03,25.95727,2020-12-03,0.00319
2020-12-04,0.02025,2020-12-04,32.96475,2020-12-04,4.84275,2020-12-04,0.00305
2020-12-05,0.01453,2020-12-05,21.59925,2020-12-05,1.15011,2020-12-05,0.00279
2020-12-06,0.01667,2020-12-06,26.35378,2020-12-06,0.65566,2020-12-06,0.00309
2020-12-07,0.02095,2020-12-07,25.79867,2020-12-07,0.58956,2020-12-07,0.00383
2020-12-08,0.02125,2020-12-08,21.5786,2020-12-08,0.37099,2020-12-08,0.00372
2020-12-09,0.02111,2020-12-09,22.36989,2020-12-09,0.28616,2020-12-09,0.00379
2020-12-10,0.02058,2020-12-10,21.95751,2020-12-10,0.23565,2020-12-10,0.00436
2020-12-11,0.02095,2020-12-11,25.75261,2020-12-11,0.18757,2020-12-11,0.00446
2020-12-12,0.01602,2020-12-12,45.52264,2020-12-12,0.14768,2020-12-12,0.00248
2020-12-13,0.01679,2020-12-13,46.28487,2020-12-13,0.18757,2020-12-13,0.00324
2020-12-14,0.02093,2020-12-14,44.52544,2020-12-14,0.23771,2020-12-14,0.0043
2020-12-15,0.02085,2020-12-15,34.52029,2020-12-15,0.15569,2020-12-15,0.00383
2020-12-16,0.01822,2020-12-16,36.74064,2020-12-16,0.13818,2020-12-16,0.00397
2020-12-17,0.01883,2020-12-17,33.3388,2020-12-17,0.12229,2020-12-17,0.00366
2020-12-18,0.01879,2020-12-18,27.70343,2020-12-18,0.11994,2020-12-18,0.00366
2020-12-19,0.01302,2020-12-19,22.92583,2020-12-19,0.1036,2020-12-19,0.00226
2020-12-20,0.01324,2020-12-20,25.35365,2020-12-20,0.11432,2020-12-20,0.00279
2020-12-21,0.01571,2020-12-21,29.58536,2020-12-21,0.16603,2020-12-21,0.00393
2020-12-22,0.0165,2020-12-22,23.47876,2020-12-22,1.55738,2020-12-22,0.00368
2020-12-23,0.01681,2020-12-23,21.73691,2020-12-23,1.55928,2020-12-23,0.00399
2020-12-24,0.01416,2020-12-24,16.94496,2020-12-24,0.24967,2020-12-24,0.00258
2020-12-25,0.00872,2020-12-25,19.66282,2020-12-25,0.11623,2020-12-25,0.00158
2020-12-26,0.01106,2020-12-26,20.84279,2020-12-26,0.10011,2020-12-26,0.00156
2020-12-27,0.01104,2020-12-27,24.77112,2020-12-27,0.11108,2020-12-27,0.00313
2020-12-28,0.01536,2020-12-28,20.51006,2020-12-28,0.11316,2020-12-28,0.00399
2020-12-29,0.01461,2020-12-29,19.01932,2020-12-29,0.09235,2020-12-29,0.00387
2020-12-30,0.01304,2020-12-30,16.36194,2020-12-30,0.08242,2020-12-30,0.00372
2020-12-31,0.01167,2020-12-31,14.79837,2020-12-31,0.07698,2020-12-31,0.00417
2021-01-01,0.00866,2021-01-01,13.4156,2021-01-01,0.07865,2021-01-01,0.00283
2021-01-02,0.01031,2021-01-02,16.22807,2021-01-02,0.07541,2021-01-02,0.00234
2021-01-03,0.00988,2021-01-03,14.26351,2021-01-03,0.07119,2021-01-03,0.00385
2021-01-04,0.01479,2021-01-04,16.77767,2021-01-04,0.08258,2021-01-04,0.00415
2021-01-05,0.01491,2021-01-05,15.34404,2021-01-05,0.07178,2021-01-05,0.00401
2021-01-06,0.01516,2021-01-06,14.14839,2021-01-06,0.06785,2021-01-06,0.00405
2021-01-07,0.01349,2021-01-07,12.87621,2021-01-07,0.0655,2021-01-07,0.00346
2021-01-08,0.01383,2021-01-08,12.88449,2021-01-08,0.05492,2021-01-08,0.00311
2021-01-09,0.0119,2021-01-09,11.56469,2021-01-09,0.05254,2021-01-09,0.00179
2021-01-10,0.01196,2021-01-10,11.46201,2021-01-10,0.05254,2021-01-10,0.00289
2021-01-11,0.01428,2021-01-11,15.24003,2021-01-11,0.06304,2021-01-11,0.0035
2021-01-12,0.01549,2021-01-12,13.98564,2021-01-12,0.04836,2021-01-12,0.0034
2021-01-13,0.01695,2021-01-13,13.19831,2021-01-13,0.04857,2021-01-13,0.00311
2021-01-14,0.01506,2021-01-14,13.3166,2021-01-14,0.04736,2021-01-14,0.00289
2021-01-15,0.01367,2021-01-15,12.35382,2021-01-15,0.04074,2021-01-15,0.00311
2021-01-16,0.01229,2021-01-16,13.39787,2021-01-16,0.04076,2021-01-16,0.00156
2021-01-17,0.01222,2021-01-17,8.91524,2021-01-17,0.04816,2021-01-17,0.00232
2021-01-18,0.01756,2021-01-18,11.14364,2021-01-18,0.04826,2021-01-18,0.00258
2021-01-19,0.01504,2021-01-19,10.45461,2021-01-19,0.04691,2021-01-19,0.0024
2021-01-20,0.01542,2021-01-20,10.07328,2021-01-20,0.04337,2021-01-20,0.00319
2021-01-21,0.01642,2021-01-21,9.32934,2021-01-21,0.05068,2021-01-21,0.00271
2021-01-22,0.01602,2021-01-22,9.36749,2021-01-22,0.12532,2021-01-22,0.00258
2021-01-23,0.01243,2021-01-23,8.05184,2021-01-23,0.04261,2021-01-23,0.00167
2021-01-24,0.01261,2021-01-24,8.58933,2021-01-24,0.04245,2021-01-24,0.00216
2021-01-25,0.01708,2021-01-25,11.20032,2021-01-25,0.04924,2021-01-25,0.00301
2021-01-26,0.01787,2021-01-26,9.85509,2021-01-26,0.044,2021-01-26,0.00309
2021-01-27,0.01683,2021-01-27,11.28332,2021-01-27,0.04145,2021-01-27,0.00313
2021-01-28,0.01534,2021-01-28,9.24881,2021-01-28,0.04975,2021-01-28,0.00234
2021-01-29,0.01428,2021-01-29,8.63566,2021-01-29,0.03784,2021-01-29,0.00275
2021-01-30,0.01121,2021-01-30,7.88136,2021-01-30,0.03719,2021-01-30,0.00171
2021-01-31,0.01255,2021-01-31,11.34393,2021-01-31,0.04386,2021-01-31,0.00242
2021-02-01,0.01646,2021-02-01,7.96972,2021-02-01,0.04912,2021-02-01,0.00299
2021-02-02,0.0143,2021-02-02,7.60349,2021-02-02,0.04084,2021-02-02,0.00315
2021-02-03,0.0152,2021-02-03,8.01839,2021-02-03,0.0399,2021-02-03,0.00289
2021-02-04,0.0154,2021-02-04,7.29905,2021-02-04,0.03764,2021-02-04,0.00315
2021-02-05,0.01518,2021-02-05,6.68223,2021-02-05,0.03746,2021-02-05,0.00205
2021-02-06,0.01129,2021-02-06,6.90421,2021-02-06,0.03927,2021-02-06,0.00158
2021-02-07,0.012,2021-02-07,5.61325,2021-02-07,0.04035,2021-02-07,0.00158
2021-02-08,0.01661,2021-02-08,7.09574,2021-02-08,0.04172,2021-02-08,0.00224
2021-02-09,0.01381,2021-02-09,7.17586,2021-02-09,0.03888,2021-02-09,0.00236
2021-02-10,0.01204,2021-02-10,6.82502,2021-02-10,0.03489,2021-02-10,0.00189
2021-02-11,0.01017,2021-02-11,6.53613,2021-02-11,0.0312,2021-02-11,0.00126
2021-02-12,0.00913,2021-02-12,6.32844,2021-02-12,0.02967,2021-02-12,0.00138
2021-02-13,0.01023,2021-02-13,9.48092,2021-02-13,0.03263,2021-02-13,0.00103
2021-02-14,0.01096,2021-02-14,6.74119,2021-02-14,0.03768,2021-02-14,0.00207
